2	2
3	2
5	1
7	2
9	1
12	4
14	3
15	2
19	1
20	1
21	1
24	1
25	2
26	1
29	1
31	4
33	1
40	2
46	1
47	4
48	1
52	1
56	1
57	1
59	2
60	1
61	3
65	1
69	3
70	1
71	2
73	1
78	1
80	1
81	1
85	1
87	1
90	3
92	3
94	2
96	1
97	3
100	4
106	3
109	1
112	1
113	1
116	1
122	1
125	3
126	1
127	1
129	3
130	2
131	3
139	4
145	3
146	3
147	2
150	3
161	3
163	2
164	2
165	1
172	1
174	3
176	1
182	4
184	1
186	2
187	1
189	1
192	2
193	1
196	2
199	1
203	4
204	3
205	4
206	1
212	1
215	4
219	1
224	2
226	2
227	4
230	1
232	1
233	1
234	3
237	2
239	1
240	2
242	2
243	2
246	1
249	2
251	3
253	2
255	2
257	1
259	2
261	3
262	3
263	1
274	4
278	1
281	1
285	2
291	1
295	1
297	3
299	1
301	1
302	1
306	2
310	1
311	1
312	1
315	4
317	3
318	2
319	1
320	1
325	1
327	2
330	1
336	3
338	4
340	1
341	3
343	1
345	3
346	1
351	4
353	1
356	3
357	1
364	2
365	3
367	1
368	2
370	4
371	3
372	4
373	1
376	3
377	2
378	2
379	4
380	3
381	2
382	3
384	1
385	4
386	4
387	4
390	1
391	4
396	3
399	2
403	3
410	2
411	3
416	3
417	3
418	1
419	1
422	4
423	3
425	2
430	3
432	2
433	3
434	2
435	1
438	3
442	4
445	2
448	2
450	1
453	3
457	4
459	3
464	1
467	3
468	4
469	3
470	1
471	2
474	1
475	3
476	1
477	3
478	3
479	3
483	2
485	1
492	3
493	3
494	3
496	3
500	3
502	1
505	1
508	4
509	1
511	1
514	2
515	1
516	1
517	2
522	2
524	3
529	1
531	1
538	4
542	1
543	1
544	4
549	1
552	3
553	1
563	1
564	3
576	4
581	1
583	3
584	3
586	2
587	2
591	1
593	3
594	4
596	1
597	3
598	1
603	1
605	1
608	4
619	3
623	4
625	1
626	2
628	1
638	4
643	1
648	1
652	1
660	4
661	4
666	2
672	4
674	3
676	4
679	1
680	1
681	1
682	1
684	3
687	4
689	1
699	1
700	1
705	4
706	3
710	4
713	1
715	2
718	2
719	1
722	3
723	4
732	4
737	1
742	1
743	4
744	1
746	2
748	3
749	3
750	1
753	4
754	3
755	2
760	1
761	3
762	4
765	2
766	2
769	2
772	1
773	3
778	3
783	1
784	1
792	3
793	1
795	3
797	4
798	1
800	3
802	3
804	3
805	1
813	3
816	1
818	1
819	2
821	3
822	2
828	4
831	1
834	3
835	2
836	4
837	2
839	1
841	3
843	3
852	1
854	2
855	3
856	2
857	3
858	4
859	1
863	2
864	1
865	4
866	3
870	2
873	2
874	3
875	4
877	2
881	1
886	3
891	3
892	4
894	3
896	1
900	2
901	1
902	1
908	2
909	1
910	3
912	4
913	1
914	2
918	4
920	4
922	1
923	2
924	1
925	2
927	2
929	4
932	4
933	3
937	3
942	2
945	3
946	2
947	1
948	2
951	1
954	3
956	4
957	1
959	2
961	4
962	1
965	3
967	1
971	2
975	4
976	1
977	4
979	3
981	1
982	3
985	3
987	4
988	4
989	2
990	3
993	3
994	3
995	2
999	1
1002	4
1004	1
1009	3
1010	2
1015	4
1020	1
1021	3
1023	1
1028	4
1036	1
1041	1
1045	3
1047	4
1053	1
1055	4
1057	4
1063	2
1066	1
1067	1
1069	1
1071	3
1072	4
1075	2
1076	3
1078	1
1079	3
1080	4
1081	4
1084	1
1085	1
1089	3
1092	1
1094	3
1098	3
1099	2
1102	3
1103	3
1104	3
1109	1
1111	4
1113	4
1115	3
1117	1
1118	1
1123	2
1128	1
1129	2
1130	4
1135	1
1137	3
1138	1
1139	1
1143	1
1144	2
1148	3
1149	1
1151	1
1154	3
1161	3
1162	2
1165	2
1167	2
1168	2
1171	4
1173	4
1175	4
1181	1
1184	4
1185	1
1186	1
1190	1
1192	2
1199	3
1201	2
1202	4
1208	3
1213	1
1220	1
1223	2
1224	2
1225	3
1226	3
1227	1
1228	2
1230	4
1231	3
1232	1
1233	3
1235	1
1236	3
1241	4
1242	3
1245	1
1246	2
1253	2
1256	3
1258	3
1261	2
1265	4
1269	4
1273	1
1277	3
1278	2
1280	1
1281	2
1282	3
1283	3
1286	4
1287	1
1289	1
1290	1
1292	4
1294	4
1296	2
1298	4
1300	4
1302	4
1303	4
1304	1
1305	2
1308	2
1309	1
1310	4
1315	1
1317	2
1321	2
1322	3
1325	1
1326	4
1327	3
1328	1
1329	2
1331	1
1334	1
1335	1
1336	1
1337	1
1341	3
1344	2
1345	2
1348	3
1349	1
1352	2
1353	3
1355	4
1358	3
1359	1
1360	3
1371	3
1372	1
1374	2
1376	1
1378	1
1379	1
1380	1
1384	1
1388	3
1389	3
1391	1
1392	2
1393	3
1396	3
1399	4
1401	3
1402	2
1403	1
1404	1
1405	2
1406	1
1409	2
1410	3
1414	3
1423	1
1425	3
1426	4
1427	3
1428	2
1432	1
1439	3
1443	2
1446	3
1448	3
1449	2
1450	2
1454	1
1459	4
1468	2
1469	3
1471	2
1472	4
1477	4
1479	1
1485	1
1486	4
1489	1
1493	3
1497	4
1500	1
1501	1
1503	2
1504	4
1509	4
1510	3
1512	1
1513	3
1514	1
1516	3
1517	1
1520	4
1521	2
1522	3
1528	3
1532	1
1534	1
1536	2
1537	1
1538	1
1539	3
1541	2
1542	4
1548	1
1550	1
1553	2
1558	3
1560	4
1565	3
1566	1
1568	1
1574	4
1575	3
1579	1
1580	2
1582	3
1590	1
1591	3
1594	4
1608	3
1612	1
1613	4
1622	3
1624	3
1626	1
1627	3
1634	2
1640	2
1641	3
1642	3
1645	3
1650	4
1658	3
1660	4
1663	3
1665	3
1668	2
1673	2
1676	1
1677	1
1678	2
1680	2
1682	1
1688	1
1689	3
1691	3
1692	2
1693	1
1694	1
1695	4
1696	2
1703	3
1708	2
1709	3
1712	3
1713	1
1723	3
1725	3
1726	3
1731	4
1733	1
1734	3
1735	3
1737	1
1742	1
1745	4
1750	3
1751	1
1758	3
1763	3
1766	1
1769	4
1770	1
1773	4
1775	3
1776	3
1781	3
1782	2
1784	1
1786	4
1788	1
1792	2
1794	1
1795	3
1796	2
1797	4
1799	2
1803	4
1805	4
1808	2
1809	1
1810	1
1811	1
1814	1
1819	2
1820	1
1828	1
1830	3
1836	1
1837	1
1839	2
1842	1
1843	3
1844	2
1848	3
1856	4
1857	3
1858	2
1859	1
1864	2
1867	3
1869	3
1873	1
1875	1
1878	3
1879	2
1882	4
1883	3
1885	2
1891	1
1892	1
1893	1
1894	2
1896	4
1900	4
1910	1
1913	2
1927	1
1932	1
1935	4
1936	2
1938	3
1941	1
1942	3
1944	2
1947	1
1948	2
1951	1
1952	3
1955	4
1957	4
1960	3
1961	2
1964	4
1965	4
1966	3
1969	2
1973	3
1976	4
1978	3
1981	3
1983	4
1985	4
1987	3
1991	2
1992	4
1993	2
1994	2
1995	3
2002	1
2004	4
2006	1
2007	4
2008	1
2009	3
2010	1
2011	1
2012	2
2013	3
2015	1
2017	2
2020	4
2021	3
2022	2
2023	4
2025	2
2028	1
2030	3
2031	4
2032	1
2034	4
2037	3
2043	3
2047	4
2051	3
2052	3
2053	1
2060	1
2063	2
2065	4
2066	3
2067	4
2070	3
2071	1
2072	4
2073	3
2074	3
2075	3
2077	4
2079	2
2084	3
2086	3
2087	3
2089	2
2093	1
2094	4
2098	4
2099	2
2100	1
2102	1
2104	4
2105	3
2109	3
2110	3
2112	1
2113	1
2122	1
2124	1
2126	3
2129	4
2134	1
2135	3
2138	4
2140	3
2144	3
2147	2
2149	1
2151	4
2152	4
2153	3
2154	2
2155	4
2159	4
2160	3
2162	4
2165	2
2172	1
2183	2
2189	3
2191	4
2193	1
2197	3
2198	2
2203	3
2204	1
2210	4
2211	2
2213	4
2214	3
2223	4
2231	1
2232	3
2233	4
2234	3
2235	2
2237	4
2238	3
2239	4
2242	4
2244	3
2246	2
2251	4
2252	4
2259	1
2261	1
2262	4
2264	1
2266	2
2268	3
2273	3
2275	1
2276	3
2279	2
2280	2
2283	3
2287	3
2289	2
2292	3
2294	3
2296	3
2297	3
2299	2
2301	1
2303	3
2304	3
2307	1
2308	1
2318	1
2319	3
2324	1
2325	2
2326	3
2332	1
2333	1
2338	3
2339	1
2340	3
2342	1
2345	3
2346	3
2348	1
2349	1
2357	3
2358	4
2361	3
2368	1
2370	4
2373	2
2375	1
2376	4
2379	3
2382	4
2383	3
2384	3
2385	3
2389	2
2391	3
2392	4
2393	3
2394	3
2396	3
2397	1
2399	2
2401	4
2407	3
2408	1
2409	2
2412	3
2415	1
2416	1
2417	1
2421	3
2424	2
2428	1
2429	4
2431	2
2435	4
2436	3
2443	3
2444	3
2450	2
2453	3
2455	4
2456	3
2459	1
2461	3
2463	1
2464	3
2466	1
2471	3
2477	1
2480	4
2481	3
2482	1
2483	4
2490	1
2492	1
2493	3
2494	4
2500	1
2504	3
2518	3
2525	2
2526	1
2528	3
2529	2
2530	1
2531	2
2533	1
2534	1
2535	1
2536	2
2542	1
2543	4
2545	1
2546	3
2550	3
2551	3
2554	2
2555	1
2562	3
2563	1
2565	2
2566	3
2570	3
2571	1
2572	4
2576	2
2577	2
2579	4
2586	3
2588	1
2591	3
2594	4
2597	3
2598	3
2606	4
2611	3
2615	4
2616	4
2623	3
2624	2
2626	2
2634	3
2635	1
2636	1
2638	1
2641	1
2646	1
2648	1
2656	4
2659	1
2660	1
2662	1
2664	3
2665	1
2668	1
2671	1
2673	4
2674	2
2677	2
2681	4
2682	1
2684	2
2687	3
2693	4
2696	4
2700	3
2701	3
2707	1
2709	1
2719	3
2720	4
2729	3
2731	2
2732	4
2733	2
2735	2
2736	1
2743	1
2744	2
2751	1
2754	2
2758	3
2759	2
2762	3
2763	1
2770	3
2771	3
2774	4
2778	1
2782	2
2785	3
2787	2
2788	1
2789	3
2791	4
2793	2
2796	3
2799	1
2804	1
2808	1
2810	4
2811	4
2814	2
2817	4
2824	1
2831	4
2832	4
2835	2
2837	1
2838	1
2842	1
2847	3
2848	1
2864	4
2868	1
2871	2
2878	1
2879	3
2880	2
2882	1
2883	3
2885	1
2886	3
2890	1
2893	1
2894	4
2901	4
2902	2
2905	1
2906	2
2909	3
2914	4
2916	4
2922	1
2923	1
2924	3
2925	1
2932	3
2934	1
2935	1
2937	2
2939	3
2940	1
2942	1
2947	4
2949	1
2950	1
2956	3
2959	4
2961	1
2962	1
2964	3
2966	3
2969	4
2971	3
2975	1
2977	1
2979	1
2986	3
2991	2
2992	3
3000	1
3002	2
3003	2
3006	1
3014	1
3026	1
3031	4
3034	3
3036	2
3038	1
3042	3
3044	3
3050	4
3053	3
3054	3
3058	3
3059	1
3060	3
3061	3
3062	3
3068	2
3070	1
3071	1
3073	3
3075	2
3080	1
3086	1
3090	3
3093	1
3094	4
3095	3
3099	1
3100	3
3101	4
3102	1
3104	1
3113	4
3115	3
3120	3
3121	1
3125	4
3129	2
3134	1
3135	3
3140	1
3141	4
3142	1
3149	4
3150	1
3157	1
3159	3
3163	3
3166	1
3168	3
3171	4
3172	1
3173	3
3174	1
3176	1
3180	1
3183	1
3184	1
3185	2
3186	1
3189	3
3190	1
3194	3
3199	1
3201	3
3203	2
3209	1
3213	1
3223	4
3228	1
3230	1
3233	3
3236	4
3242	1
3247	1
3251	4
3253	4
3254	2
3256	1
3258	3
3264	2
3266	1
3268	1
3277	4
3278	2
3281	2
3282	2
3284	3
3290	3
3291	4
3304	2
3306	1
3318	3
3320	1
3322	1
3326	2
3328	3
3332	2
